startTime,settlementDate,settlementPeriod,price_GBP_per_MWh,dataProvider
2024-01-01T00:00:00Z,2024-01-01,1,36.51,APXMIDP
2024-01-01T00:30:00Z,2024-01-01,2,45.17,APXMIDP
2024-01-01T01:00:00Z,2024-01-01,3,57.43,APXMIDP
2024-01-01T01:30:00Z,2024-01-01,4,46.61,APXMIDP
2024-01-01T02:00:00Z,2024-01-01,5,61.98,APXMIDP
2024-01-01T02:30:00Z,2024-01-01,6,61.09,APXMIDP
2024-01-01T03:00:00Z,2024-01-01,7,64.29,APXMIDP
2024-01-01T03:30:00Z,2024-01-01,8,51.7,APXMIDP
2024-01-01T04:00:00Z,2024-01-01,9,53.16,APXMIDP
2024-01-01T04:30:00Z,2024-01-01,10,34.87,APXMIDP
2024-01-01T05:00:00Z,2024-01-01,11,36.36,APXMIDP
2024-01-01T05:30:00Z,2024-01-01,12,34.98,APXMIDP
2024-01-01T06:00:00Z,2024-01-01,13,41.7,APXMIDP
2024-01-01T06:30:00Z,2024-01-01,14,55.33,APXMIDP
2024-01-01T07:00:00Z,2024-01-01,15,54.37,APXMIDP
2024-01-01T07:30:00Z,2024-01-01,16,56.24,APXMIDP
2024-01-01T08:00:00Z,2024-01-01,17,31.32,APXMIDP
2024-01-01T08:30:00Z,2024-01-01,18,51.55,APXMIDP
2024-01-01T09:00:00Z,2024-01-01,19,59.32,APXMIDP
2024-01-01T09:30:00Z,2024-01-01,20,72.25,APXMIDP
2024-01-01T10:00:00Z,2024-01-01,21,72.03,APXMIDP
2024-01-01T10:30:00Z,2024-01-01,22,82.01,APXMIDP
2024-01-01T11:00:00Z,2024-01-01,23,74.73,APXMIDP
2024-01-01T11:30:00Z,2024-01-01,24,81.93,APXMIDP
2024-01-01T12:00:00Z,2024-01-01,25,80.76,APXMIDP
2024-01-01T12:30:00Z,2024-01-01,26,77.51,APXMIDP
2024-01-01T13:00:00Z,2024-01-01,27,76.18,APXMIDP
2024-01-01T13:30:00Z,2024-01-01,28,77.48,APXMIDP
2024-01-01T14:00:00Z,2024-01-01,29,79.5,APXMIDP
2024-01-01T14:30:00Z,2024-01-01,30,81.15,APXMIDP
2024-01-01T15:00:00Z,2024-01-01,31,66.03,APXMIDP
2024-01-01T15:30:00Z,2024-01-01,32,61.93,APXMIDP
2024-01-01T16:00:00Z,2024-01-01,33,67.62,APXMIDP
2024-01-01T16:30:00Z,2024-01-01,34,68.13,APXMIDP
2024-01-01T17:00:00Z,2024-01-01,35,60.94,APXMIDP
2024-01-01T17:30:00Z,2024-01-01,36,59.6,APXMIDP
2024-01-01T18:00:00Z,2024-01-01,37,57.81,APXMIDP
2024-01-01T18:30:00Z,2024-01-01,38,56.01,APXMIDP
2024-01-01T19:00:00Z,2024-01-01,39,49.22,APXMIDP
2024-01-01T19:30:00Z,2024-01-01,40,36.77,APXMIDP
2024-01-01T20:00:00Z,2024-01-01,41,32.8,APXMIDP
2024-01-01T20:30:00Z,2024-01-01,42,26.77,APXMIDP
2024-01-01T21:00:00Z,2024-01-01,43,29.14,APXMIDP
2024-01-01T21:30:00Z,2024-01-01,44,22.32,APXMIDP
2024-01-01T22:00:00Z,2024-01-01,45,15.77,APXMIDP
2024-01-01T22:30:00Z,2024-01-01,46,14.32,APXMIDP
2024-01-01T23:00:00Z,2024-01-01,47,-13.73,APXMIDP
2024-01-01T23:30:00Z,2024-01-01,48,-20.16,APXMIDP
2024-01-02T00:00:00Z,2024-01-02,1,-16.93,APXMIDP
2024-01-02T00:30:00Z,2024-01-02,2,-11.09,APXMIDP
2024-01-02T01:00:00Z,2024-01-02,3,-7.61,APXMIDP
2024-01-02T01:30:00Z,2024-01-02,4,-10.94,APXMIDP
2024-01-02T02:00:00Z,2024-01-02,5,-15.39,APXMIDP
2024-01-02T02:30:00Z,2024-01-02,6,-11.55,APXMIDP
2024-01-02T03:00:00Z,2024-01-02,7,-1.74,APXMIDP
2024-01-02T03:30:00Z,2024-01-02,8,-10.46,APXMIDP
2024-01-02T04:00:00Z,2024-01-02,9,-8.68,APXMIDP
2024-01-02T04:30:00Z,2024-01-02,10,16.66,APXMIDP
2024-01-02T05:00:00Z,2024-01-02,11,11.71,APXMIDP
2024-01-02T05:30:00Z,2024-01-02,12,31.42,APXMIDP
2024-01-02T06:00:00Z,2024-01-02,13,33.62,APXMIDP
2024-01-02T06:30:00Z,2024-01-02,14,46.71,APXMIDP
2024-01-02T07:00:00Z,2024-01-02,15,50.87,APXMIDP
2024-01-02T07:30:00Z,2024-01-02,16,52.47,APXMIDP
2024-01-02T08:00:00Z,2024-01-02,17,50.41,APXMIDP
2024-01-02T08:30:00Z,2024-01-02,18,49.32,APXMIDP
2024-01-02T09:00:00Z,2024-01-02,19,56.37,APXMIDP
2024-01-02T09:30:00Z,2024-01-02,20,55.39,APXMIDP
2024-01-02T10:00:00Z,2024-01-02,21,56.68,APXMIDP
2024-01-02T10:30:00Z,2024-01-02,22,66.05,APXMIDP
2024-01-02T11:00:00Z,2024-01-02,23,65.33,APXMIDP
2024-01-02T11:30:00Z,2024-01-02,24,76.54,APXMIDP
2024-01-02T12:00:00Z,2024-01-02,25,80.93,APXMIDP
2024-01-02T12:30:00Z,2024-01-02,26,75.65,APXMIDP
2024-01-02T13:00:00Z,2024-01-02,27,76.97,APXMIDP
2024-01-02T13:30:00Z,2024-01-02,28,74.97,APXMIDP
2024-01-02T14:00:00Z,2024-01-02,29,77.05,APXMIDP
2024-01-02T14:30:00Z,2024-01-02,30,78.21,APXMIDP
2024-01-02T15:00:00Z,2024-01-02,31,66.8,APXMIDP
2024-01-02T15:30:00Z,2024-01-02,32,73.21,APXMIDP
2024-01-02T16:00:00Z,2024-01-02,33,73.76,APXMIDP
2024-01-02T16:30:00Z,2024-01-02,34,77.03,APXMIDP
2024-01-02T17:00:00Z,2024-01-02,35,69.8,APXMIDP
2024-01-02T17:30:00Z,2024-01-02,36,70.61,APXMIDP
2024-01-02T18:00:00Z,2024-01-02,37,67.7,APXMIDP
2024-01-02T18:30:00Z,2024-01-02,38,69.11,APXMIDP
2024-01-02T19:00:00Z,2024-01-02,39,76.07,APXMIDP
2024-01-02T19:30:00Z,2024-01-02,40,77.06,APXMIDP
2024-01-02T20:00:00Z,2024-01-02,41,80.64,APXMIDP
2024-01-02T20:30:00Z,2024-01-02,42,73.83,APXMIDP
2024-01-02T21:00:00Z,2024-01-02,43,63.5,APXMIDP
2024-01-02T21:30:00Z,2024-01-02,44,59.78,APXMIDP
2024-01-02T22:00:00Z,2024-01-02,45,59.71,APXMIDP
2024-01-02T22:30:00Z,2024-01-02,46,58.88,APXMIDP
2024-01-02T23:00:00Z,2024-01-02,47,78.77,APXMIDP
2024-01-02T23:30:00Z,2024-01-02,48,75.17,APXMIDP
2024-01-03T00:00:00Z,2024-01-03,1,71.16,APXMIDP
2024-01-03T00:30:00Z,2024-01-03,2,87.09,APXMIDP
2024-01-03T01:00:00Z,2024-01-03,3,82.24,APXMIDP
2024-01-03T01:30:00Z,2024-01-03,4,80.81,APXMIDP
2024-01-03T02:00:00Z,2024-01-03,5,84.72,APXMIDP
2024-01-03T02:30:00Z,2024-01-03,6,77.7,APXMIDP
2024-01-03T03:00:00Z,2024-01-03,7,84.63,APXMIDP
2024-01-03T03:30:00Z,2024-01-03,8,80.15,APXMIDP
2024-01-03T04:00:00Z,2024-01-03,9,66.99,APXMIDP
2024-01-03T04:30:00Z,2024-01-03,10,76.65,APXMIDP
2024-01-03T05:00:00Z,2024-01-03,11,66.69,APXMIDP
2024-01-03T05:30:00Z,2024-01-03,12,71.11,APXMIDP
2024-01-03T06:00:00Z,2024-01-03,13,56.59,APXMIDP
2024-01-03T06:30:00Z,2024-01-03,14,53.63,APXMIDP
2024-01-03T07:00:00Z,2024-01-03,15,51.61,APXMIDP
2024-01-03T07:30:00Z,2024-01-03,16,56.96,APXMIDP
2024-01-03T08:00:00Z,2024-01-03,17,57.31,APXMIDP
2024-01-03T08:30:00Z,2024-01-03,18,56.72,APXMIDP
2024-01-03T09:00:00Z,2024-01-03,19,75.17,APXMIDP
2024-01-03T09:30:00Z,2024-01-03,20,85.91,APXMIDP
2024-01-03T10:00:00Z,2024-01-03,21,89.33,APXMIDP
2024-01-03T10:30:00Z,2024-01-03,22,86.83,APXMIDP
2024-01-03T11:00:00Z,2024-01-03,23,97.1,APXMIDP
2024-01-03T11:30:00Z,2024-01-03,24,96.2,APXMIDP
2024-01-03T12:00:00Z,2024-01-03,25,93.56,APXMIDP
2024-01-03T12:30:00Z,2024-01-03,26,89.66,APXMIDP
2024-01-03T13:00:00Z,2024-01-03,27,85.62,APXMIDP
2024-01-03T13:30:00Z,2024-01-03,28,86.0,APXMIDP
2024-01-03T14:00:00Z,2024-01-03,29,87.27,APXMIDP
2024-01-03T14:30:00Z,2024-01-03,30,82.64,APXMIDP
2024-01-03T15:00:00Z,2024-01-03,31,87.58,APXMIDP
2024-01-03T15:30:00Z,2024-01-03,32,84.99,APXMIDP
2024-01-03T16:00:00Z,2024-01-03,33,87.72,APXMIDP
2024-01-03T16:30:00Z,2024-01-03,34,90.79,APXMIDP
2024-01-03T17:00:00Z,2024-01-03,35,88.13,APXMIDP
2024-01-03T17:30:00Z,2024-01-03,36,84.55,APXMIDP
2024-01-03T18:00:00Z,2024-01-03,37,83.92,APXMIDP
2024-01-03T18:30:00Z,2024-01-03,38,87.29,APXMIDP
2024-01-03T19:00:00Z,2024-01-03,39,82.93,APXMIDP
2024-01-03T19:30:00Z,2024-01-03,40,77.09,APXMIDP
2024-01-03T20:00:00Z,2024-01-03,41,74.49,APXMIDP
2024-01-03T20:30:00Z,2024-01-03,42,71.72,APXMIDP
2024-01-03T21:00:00Z,2024-01-03,43,70.55,APXMIDP
2024-01-03T21:30:00Z,2024-01-03,44,73.65,APXMIDP
2024-01-03T22:00:00Z,2024-01-03,45,79.5,APXMIDP
2024-01-03T22:30:00Z,2024-01-03,46,77.07,APXMIDP
2024-01-03T23:00:00Z,2024-01-03,47,68.83,APXMIDP
2024-01-03T23:30:00Z,2024-01-03,48,60.38,APXMIDP
2024-01-04T00:00:00Z,2024-01-04,1,71.52,APXMIDP
2024-01-04T00:30:00Z,2024-01-04,2,67.48,APXMIDP
2024-01-04T01:00:00Z,2024-01-04,3,62.54,APXMIDP
2024-01-04T01:30:00Z,2024-01-04,4,59.58,APXMIDP
2024-01-04T02:00:00Z,2024-01-04,5,60.42,APXMIDP
2024-01-04T02:30:00Z,2024-01-04,6,60.38,APXMIDP
2024-01-04T03:00:00Z,2024-01-04,7,57.23,APXMIDP
2024-01-04T03:30:00Z,2024-01-04,8,50.83,APXMIDP
2024-01-04T04:00:00Z,2024-01-04,9,57.07,APXMIDP
2024-01-04T04:30:00Z,2024-01-04,10,54.37,APXMIDP
2024-01-04T05:00:00Z,2024-01-04,11,61.31,APXMIDP
2024-01-04T05:30:00Z,2024-01-04,12,60.86,APXMIDP
2024-01-04T06:00:00Z,2024-01-04,13,73.56,APXMIDP
2024-01-04T06:30:00Z,2024-01-04,14,52.52,APXMIDP
2024-01-04T07:00:00Z,2024-01-04,15,56.05,APXMIDP
2024-01-04T07:30:00Z,2024-01-04,16,64.92,APXMIDP
2024-01-04T08:00:00Z,2024-01-04,17,66.22,APXMIDP
2024-01-04T08:30:00Z,2024-01-04,18,77.67,APXMIDP
2024-01-04T09:00:00Z,2024-01-04,19,74.71,APXMIDP
2024-01-04T09:30:00Z,2024-01-04,20,75.85,APXMIDP
2024-01-04T10:00:00Z,2024-01-04,21,69.74,APXMIDP
2024-01-04T10:30:00Z,2024-01-04,22,75.57,APXMIDP
2024-01-04T11:00:00Z,2024-01-04,23,72.14,APXMIDP
2024-01-04T11:30:00Z,2024-01-04,24,73.2,APXMIDP
2024-01-04T12:00:00Z,2024-01-04,25,80.16,APXMIDP
2024-01-04T12:30:00Z,2024-01-04,26,83.97,APXMIDP
2024-01-04T13:00:00Z,2024-01-04,27,86.81,APXMIDP
2024-01-04T13:30:00Z,2024-01-04,28,88.78,APXMIDP
2024-01-04T14:00:00Z,2024-01-04,29,95.02,APXMIDP
2024-01-04T14:30:00Z,2024-01-04,30,87.97,APXMIDP
2024-01-04T15:00:00Z,2024-01-04,31,97.13,APXMIDP
2024-01-04T15:30:00Z,2024-01-04,32,106.02,APXMIDP
2024-01-04T16:00:00Z,2024-01-04,33,115.45,APXMIDP
2024-01-04T16:30:00Z,2024-01-04,34,109.2,APXMIDP
2024-01-04T17:00:00Z,2024-01-04,35,104.71,APXMIDP
2024-01-04T17:30:00Z,2024-01-04,36,106.86,APXMIDP
2024-01-04T18:00:00Z,2024-01-04,37,102.16,APXMIDP
2024-01-04T18:30:00Z,2024-01-04,38,95.04,APXMIDP
2024-01-04T19:00:00Z,2024-01-04,39,84.37,APXMIDP
2024-01-04T19:30:00Z,2024-01-04,40,87.5,APXMIDP
2024-01-04T20:00:00Z,2024-01-04,41,84.95,APXMIDP
2024-01-04T20:30:00Z,2024-01-04,42,78.6,APXMIDP
2024-01-04T21:00:00Z,2024-01-04,43,78.4,APXMIDP
2024-01-04T21:30:00Z,2024-01-04,44,75.4,APXMIDP
2024-01-04T22:00:00Z,2024-01-04,45,73.94,APXMIDP
2024-01-04T22:30:00Z,2024-01-04,46,73.11,APXMIDP
2024-01-04T23:00:00Z,2024-01-04,47,76.1,APXMIDP
2024-01-04T23:30:00Z,2024-01-04,48,80.74,APXMIDP
2024-01-05T00:00:00Z,2024-01-05,1,69.35,APXMIDP
2024-01-05T00:30:00Z,2024-01-05,2,69.96,APXMIDP
2024-01-05T01:00:00Z,2024-01-05,3,68.64,APXMIDP
2024-01-05T01:30:00Z,2024-01-05,4,68.54,APXMIDP
2024-01-05T02:00:00Z,2024-01-05,5,69.65,APXMIDP
2024-01-05T02:30:00Z,2024-01-05,6,67.64,APXMIDP
2024-01-05T03:00:00Z,2024-01-05,7,64.45,APXMIDP
2024-01-05T03:30:00Z,2024-01-05,8,59.99,APXMIDP
2024-01-05T04:00:00Z,2024-01-05,9,61.34,APXMIDP
2024-01-05T04:30:00Z,2024-01-05,10,60.59,APXMIDP
2024-01-05T05:00:00Z,2024-01-05,11,68.65,APXMIDP
2024-01-05T05:30:00Z,2024-01-05,12,63.69,APXMIDP
2024-01-05T06:00:00Z,2024-01-05,13,69.2,APXMIDP
2024-01-05T06:30:00Z,2024-01-05,14,68.55,APXMIDP
2024-01-05T07:00:00Z,2024-01-05,15,70.68,APXMIDP
2024-01-05T07:30:00Z,2024-01-05,16,75.21,APXMIDP
2024-01-05T08:00:00Z,2024-01-05,17,68.45,APXMIDP
2024-01-05T08:30:00Z,2024-01-05,18,77.46,APXMIDP
2024-01-05T09:00:00Z,2024-01-05,19,80.34,APXMIDP
2024-01-05T09:30:00Z,2024-01-05,20,83.01,APXMIDP
2024-01-05T10:00:00Z,2024-01-05,21,82.93,APXMIDP
2024-01-05T10:30:00Z,2024-01-05,22,84.05,APXMIDP
2024-01-05T11:00:00Z,2024-01-05,23,73.03,APXMIDP
2024-01-05T11:30:00Z,2024-01-05,24,74.27,APXMIDP
2024-01-05T12:00:00Z,2024-01-05,25,78.06,APXMIDP
2024-01-05T12:30:00Z,2024-01-05,26,74.4,APXMIDP
2024-01-05T13:00:00Z,2024-01-05,27,76.85,APXMIDP
2024-01-05T13:30:00Z,2024-01-05,28,75.03,APXMIDP
2024-01-05T14:00:00Z,2024-01-05,29,86.21,APXMIDP
2024-01-05T14:30:00Z,2024-01-05,30,91.43,APXMIDP
2024-01-05T15:00:00Z,2024-01-05,31,78.99,APXMIDP
2024-01-05T15:30:00Z,2024-01-05,32,81.58,APXMIDP
2024-01-05T16:00:00Z,2024-01-05,33,86.49,APXMIDP
2024-01-05T16:30:00Z,2024-01-05,34,88.09,APXMIDP
2024-01-05T17:00:00Z,2024-01-05,35,88.7,APXMIDP
2024-01-05T17:30:00Z,2024-01-05,36,94.29,APXMIDP
2024-01-05T18:00:00Z,2024-01-05,37,94.55,APXMIDP
2024-01-05T18:30:00Z,2024-01-05,38,90.44,APXMIDP
2024-01-05T19:00:00Z,2024-01-05,39,89.3,APXMIDP
2024-01-05T19:30:00Z,2024-01-05,40,88.83,APXMIDP
2024-01-05T20:00:00Z,2024-01-05,41,89.78,APXMIDP
2024-01-05T20:30:00Z,2024-01-05,42,83.95,APXMIDP
2024-01-05T21:00:00Z,2024-01-05,43,81.87,APXMIDP
2024-01-05T21:30:00Z,2024-01-05,44,80.02,APXMIDP
2024-01-05T22:00:00Z,2024-01-05,45,78.08,APXMIDP
2024-01-05T22:30:00Z,2024-01-05,46,77.45,APXMIDP
2024-01-05T23:00:00Z,2024-01-05,47,85.22,APXMIDP
2024-01-05T23:30:00Z,2024-01-05,48,95.48,APXMIDP
2024-01-06T00:00:00Z,2024-01-06,1,85.34,APXMIDP
2024-01-06T00:30:00Z,2024-01-06,2,85.73,APXMIDP
2024-01-06T01:00:00Z,2024-01-06,3,76.78,APXMIDP
2024-01-06T01:30:00Z,2024-01-06,4,69.08,APXMIDP
2024-01-06T02:00:00Z,2024-01-06,5,72.6,APXMIDP
2024-01-06T02:30:00Z,2024-01-06,6,67.85,APXMIDP
2024-01-06T03:00:00Z,2024-01-06,7,64.38,APXMIDP
2024-01-06T03:30:00Z,2024-01-06,8,64.0,APXMIDP
2024-01-06T04:00:00Z,2024-01-06,9,63.99,APXMIDP
2024-01-06T04:30:00Z,2024-01-06,10,64.12,APXMIDP
2024-01-06T05:00:00Z,2024-01-06,11,66.83,APXMIDP
2024-01-06T05:30:00Z,2024-01-06,12,70.72,APXMIDP
2024-01-06T06:00:00Z,2024-01-06,13,69.87,APXMIDP
2024-01-06T06:30:00Z,2024-01-06,14,71.29,APXMIDP
2024-01-06T07:00:00Z,2024-01-06,15,72.27,APXMIDP
2024-01-06T07:30:00Z,2024-01-06,16,68.66,APXMIDP
2024-01-06T08:00:00Z,2024-01-06,17,69.07,APXMIDP
2024-01-06T08:30:00Z,2024-01-06,18,66.31,APXMIDP
2024-01-06T09:00:00Z,2024-01-06,19,68.1,APXMIDP
2024-01-06T09:30:00Z,2024-01-06,20,76.77,APXMIDP
2024-01-06T10:00:00Z,2024-01-06,21,73.79,APXMIDP
2024-01-06T10:30:00Z,2024-01-06,22,73.94,APXMIDP
2024-01-06T11:00:00Z,2024-01-06,23,74.56,APXMIDP
2024-01-06T11:30:00Z,2024-01-06,24,79.03,APXMIDP
2024-01-06T12:00:00Z,2024-01-06,25,78.04,APXMIDP
2024-01-06T12:30:00Z,2024-01-06,26,90.62,APXMIDP
2024-01-06T13:00:00Z,2024-01-06,27,89.93,APXMIDP
2024-01-06T13:30:00Z,2024-01-06,28,85.47,APXMIDP
2024-01-06T14:00:00Z,2024-01-06,29,88.75,APXMIDP
2024-01-06T14:30:00Z,2024-01-06,30,94.23,APXMIDP
2024-01-06T15:00:00Z,2024-01-06,31,98.93,APXMIDP
2024-01-06T15:30:00Z,2024-01-06,32,104.43,APXMIDP
2024-01-06T16:00:00Z,2024-01-06,33,99.33,APXMIDP
2024-01-06T16:30:00Z,2024-01-06,34,105.16,APXMIDP
2024-01-06T17:00:00Z,2024-01-06,35,106.92,APXMIDP
2024-01-06T17:30:00Z,2024-01-06,36,106.15,APXMIDP
2024-01-06T18:00:00Z,2024-01-06,37,104.17,APXMIDP
2024-01-06T18:30:00Z,2024-01-06,38,104.38,APXMIDP
2024-01-06T19:00:00Z,2024-01-06,39,99.7,APXMIDP
2024-01-06T19:30:00Z,2024-01-06,40,89.73,APXMIDP
2024-01-06T20:00:00Z,2024-01-06,41,88.3,APXMIDP
2024-01-06T20:30:00Z,2024-01-06,42,84.38,APXMIDP
2024-01-06T21:00:00Z,2024-01-06,43,92.06,APXMIDP
2024-01-06T21:30:00Z,2024-01-06,44,86.33,APXMIDP
2024-01-06T22:00:00Z,2024-01-06,45,84.13,APXMIDP
2024-01-06T22:30:00Z,2024-01-06,46,79.77,APXMIDP
2024-01-06T23:00:00Z,2024-01-06,47,71.44,APXMIDP
2024-01-06T23:30:00Z,2024-01-06,48,86.11,APXMIDP
2024-01-07T00:00:00Z,2024-01-07,1,73.77,APXMIDP
2024-01-07T00:30:00Z,2024-01-07,2,83.02,APXMIDP
2024-01-07T01:00:00Z,2024-01-07,3,77.08,APXMIDP
2024-01-07T01:30:00Z,2024-01-07,4,74.98,APXMIDP
2024-01-07T02:00:00Z,2024-01-07,5,73.07,APXMIDP
2024-01-07T02:30:00Z,2024-01-07,6,70.63,APXMIDP
2024-01-07T03:00:00Z,2024-01-07,7,75.66,APXMIDP
2024-01-07T03:30:00Z,2024-01-07,8,73.35,APXMIDP
2024-01-07T04:00:00Z,2024-01-07,9,72.0,APXMIDP
2024-01-07T04:30:00Z,2024-01-07,10,70.37,APXMIDP
2024-01-07T05:00:00Z,2024-01-07,11,72.93,APXMIDP
2024-01-07T05:30:00Z,2024-01-07,12,69.6,APXMIDP
2024-01-07T06:00:00Z,2024-01-07,13,69.09,APXMIDP
2024-01-07T06:30:00Z,2024-01-07,14,69.95,APXMIDP
2024-01-07T07:00:00Z,2024-01-07,15,75.88,APXMIDP
2024-01-07T07:30:00Z,2024-01-07,16,84.04,APXMIDP
2024-01-07T08:00:00Z,2024-01-07,17,80.62,APXMIDP
2024-01-07T08:30:00Z,2024-01-07,18,88.51,APXMIDP
2024-01-07T09:00:00Z,2024-01-07,19,88.89,APXMIDP
2024-01-07T09:30:00Z,2024-01-07,20,92.73,APXMIDP
2024-01-07T10:00:00Z,2024-01-07,21,91.89,APXMIDP
2024-01-07T10:30:00Z,2024-01-07,22,91.79,APXMIDP
2024-01-07T11:00:00Z,2024-01-07,23,92.47,APXMIDP
2024-01-07T11:30:00Z,2024-01-07,24,95.07,APXMIDP
2024-01-07T12:00:00Z,2024-01-07,25,94.03,APXMIDP
2024-01-07T12:30:00Z,2024-01-07,26,97.19,APXMIDP
2024-01-07T13:00:00Z,2024-01-07,27,105.95,APXMIDP
2024-01-07T13:30:00Z,2024-01-07,28,106.25,APXMIDP
2024-01-07T14:00:00Z,2024-01-07,29,106.17,APXMIDP
2024-01-07T14:30:00Z,2024-01-07,30,98.66,APXMIDP
2024-01-07T15:00:00Z,2024-01-07,31,102.43,APXMIDP
2024-01-07T15:30:00Z,2024-01-07,32,103.22,APXMIDP
2024-01-07T16:00:00Z,2024-01-07,33,103.0,APXMIDP
2024-01-07T16:30:00Z,2024-01-07,34,110.46,APXMIDP
2024-01-07T17:00:00Z,2024-01-07,35,112.94,APXMIDP
2024-01-07T17:30:00Z,2024-01-07,36,112.5,APXMIDP
2024-01-07T18:00:00Z,2024-01-07,37,107.28,APXMIDP
2024-01-07T18:30:00Z,2024-01-07,38,102.33,APXMIDP
2024-01-07T19:00:00Z,2024-01-07,39,93.33,APXMIDP
2024-01-07T19:30:00Z,2024-01-07,40,82.34,APXMIDP
2024-01-07T20:00:00Z,2024-01-07,41,81.79,APXMIDP
2024-01-07T20:30:00Z,2024-01-07,42,82.24,APXMIDP
2024-01-07T21:00:00Z,2024-01-07,43,89.55,APXMIDP
2024-01-07T21:30:00Z,2024-01-07,44,81.75,APXMIDP
2024-01-07T22:00:00Z,2024-01-07,45,80.24,APXMIDP
2024-01-07T22:30:00Z,2024-01-07,46,80.39,APXMIDP
2024-01-07T23:00:00Z,2024-01-07,47,73.92,APXMIDP
2024-01-07T23:30:00Z,2024-01-07,48,68.25,APXMIDP
2024-01-08T00:00:00Z,2024-01-08,1,67.06,APXMIDP
2024-01-08T00:30:00Z,2024-01-08,2,69.8,APXMIDP
2024-01-08T01:00:00Z,2024-01-08,3,68.98,APXMIDP
2024-01-08T01:30:00Z,2024-01-08,4,67.56,APXMIDP
2024-01-08T02:00:00Z,2024-01-08,5,69.11,APXMIDP
2024-01-08T02:30:00Z,2024-01-08,6,67.46,APXMIDP
2024-01-08T03:00:00Z,2024-01-08,7,66.9,APXMIDP
2024-01-08T03:30:00Z,2024-01-08,8,66.11,APXMIDP
2024-01-08T04:00:00Z,2024-01-08,9,66.45,APXMIDP
2024-01-08T04:30:00Z,2024-01-08,10,64.99,APXMIDP
2024-01-08T05:00:00Z,2024-01-08,11,70.87,APXMIDP
2024-01-08T05:30:00Z,2024-01-08,12,70.67,APXMIDP
2024-01-08T06:00:00Z,2024-01-08,13,88.07,APXMIDP
2024-01-08T06:30:00Z,2024-01-08,14,76.68,APXMIDP
2024-01-08T07:00:00Z,2024-01-08,15,86.99,APXMIDP
2024-01-08T07:30:00Z,2024-01-08,16,96.83,APXMIDP
2024-01-08T08:00:00Z,2024-01-08,17,89.96,APXMIDP
2024-01-08T08:30:00Z,2024-01-08,18,91.15,APXMIDP
2024-01-08T09:00:00Z,2024-01-08,19,77.67,APXMIDP
2024-01-08T09:30:00Z,2024-01-08,20,77.66,APXMIDP
2024-01-08T10:00:00Z,2024-01-08,21,82.36,APXMIDP
2024-01-08T10:30:00Z,2024-01-08,22,82.76,APXMIDP
2024-01-08T11:00:00Z,2024-01-08,23,85.04,APXMIDP
2024-01-08T11:30:00Z,2024-01-08,24,85.63,APXMIDP
2024-01-08T12:00:00Z,2024-01-08,25,83.14,APXMIDP
2024-01-08T12:30:00Z,2024-01-08,26,82.26,APXMIDP
2024-01-08T13:00:00Z,2024-01-08,27,82.5,APXMIDP
2024-01-08T13:30:00Z,2024-01-08,28,82.8,APXMIDP
2024-01-08T14:00:00Z,2024-01-08,29,82.44,APXMIDP
2024-01-08T14:30:00Z,2024-01-08,30,80.95,APXMIDP
2024-01-08T15:00:00Z,2024-01-08,31,98.76,APXMIDP
2024-01-08T15:30:00Z,2024-01-08,32,100.71,APXMIDP
2024-01-08T16:00:00Z,2024-01-08,33,93.53,APXMIDP
2024-01-08T16:30:00Z,2024-01-08,34,97.66,APXMIDP
2024-01-08T17:00:00Z,2024-01-08,35,97.31,APXMIDP
2024-01-08T17:30:00Z,2024-01-08,36,92.36,APXMIDP
2024-01-08T18:00:00Z,2024-01-08,37,90.89,APXMIDP
2024-01-08T18:30:00Z,2024-01-08,38,90.13,APXMIDP
2024-01-08T19:00:00Z,2024-01-08,39,85.7,APXMIDP
2024-01-08T19:30:00Z,2024-01-08,40,82.84,APXMIDP
2024-01-08T20:00:00Z,2024-01-08,41,85.13,APXMIDP
2024-01-08T20:30:00Z,2024-01-08,42,82.13,APXMIDP
2024-01-08T21:00:00Z,2024-01-08,43,77.57,APXMIDP
2024-01-08T21:30:00Z,2024-01-08,44,72.78,APXMIDP
2024-01-08T22:00:00Z,2024-01-08,45,74.25,APXMIDP
2024-01-08T22:30:00Z,2024-01-08,46,71.74,APXMIDP
2024-01-08T23:00:00Z,2024-01-08,47,67.47,APXMIDP
2024-01-08T23:30:00Z,2024-01-08,48,63.3,APXMIDP
2024-01-09T00:00:00Z,2024-01-09,1,60.86,APXMIDP
2024-01-09T00:30:00Z,2024-01-09,2,62.71,APXMIDP
2024-01-09T01:00:00Z,2024-01-09,3,61.47,APXMIDP
2024-01-09T01:30:00Z,2024-01-09,4,61.07,APXMIDP
2024-01-09T02:00:00Z,2024-01-09,5,64.7,APXMIDP
2024-01-09T02:30:00Z,2024-01-09,6,62.72,APXMIDP
2024-01-09T03:00:00Z,2024-01-09,7,57.3,APXMIDP
2024-01-09T03:30:00Z,2024-01-09,8,55.97,APXMIDP
2024-01-09T04:00:00Z,2024-01-09,9,61.93,APXMIDP
2024-01-09T04:30:00Z,2024-01-09,10,54.73,APXMIDP
2024-01-09T05:00:00Z,2024-01-09,11,55.08,APXMIDP
2024-01-09T05:30:00Z,2024-01-09,12,57.86,APXMIDP
2024-01-09T06:00:00Z,2024-01-09,13,61.05,APXMIDP
2024-01-09T06:30:00Z,2024-01-09,14,62.3,APXMIDP
